_id,id,name,address,latitude,longitude,about,phone,website,image[0],image[1],image[2],image[3],image[4],image[5],image[6],friday,monday,saturday,sunday,thursday,tuesday,wednesday,yelp,amenities,facebook,instagram,price,rating,tags,review,longtitude,image,facebook[0],facebook[1],facebook[2],facebook[3],facebook[4],facebook[5],facebook[6]
651f39311f8d452578e363a7,seanpatrick,Sean Patrick'S Irish Pub & Texas Grub,"202 E. San Antonio St. Ste.119 San Marcos, TX 78666",29.88211,-97.93946,Sean Patrick’s is all about the Irish pub and Texas grub! Grab yourself an order of Guinness Fish & Chips and a cold pint of Sean Patrick’s finest beer and enjoy the buzz of Downtown San Marcos.,5123927310,https://seanpatrickstx.com,https://i.imgur.com/RZxnHAk.jpg,https://i.imgur.com/fd6PWDa.jpg,https://i.imgur.com/MQ5vEPA.jpg,https://i.imgur.com/YCs3vem.jpg,https://i.imgur.com/8v89rfM.jpg,https://i.imgur.com/P4Ythf6.jpg,,11:00 AM – 12:00 AM,11:00 AM – 11:00 PM,Open 24 hours,11:00 AM – 10:00 PM,11:00 AM – 12:00 AM,11:00 AM – 11:00 PM,11:00 AM – 11:00 PM,https://www.yelp.com/biz/sean-patricks-irish-pub-texas-grub-san-marcos,"Offers Delivery,Offers Takeout,No Reservations,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Casual,Moderate Noise,Offers Catering,Good for Groups,Good for Lunch,Good for Dinner,Pool Table,Street Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Not Good For Kids,Bike Parking",https://www.facebook.com/seanpatrickstx/,https://www.instagram.com/explore/locations/2184728/sean-patricks-irish-pub-n-texas-grub/,$$,4.4,"Irish,Burgers,Sport Bars",635,,,,,,,,,
651f39cf1f8d452578e363ab,treffstavern,Treff's Tavern,"804 Chestnut St. San Marcos, TX 78666",29.89288,-97.94181,"Treff's Tavern, is your friendly neighborhood bar located right up North LBJ and just across from Texas State campus. Treff's Tavern is your one-stop haven whenever you need to get out of the house, take a break from work or school, or just need to get a cold one. Bring your friends, or just come up on your own and meet our great bar staff and regulars! You'll love our daily happy hour and nightly drink specials, as well as get caught up in our weekly events!",5123531594,https://www.treffstavern.com,https://i.imgur.com/sUsX0lh.png,https://i.imgur.com/ExcdOjy.jpg,https://i.imgur.com/em8iq7C.png,https://i.imgur.com/2JMSEBw.png,https://i.imgur.com/YkCTn0R.jpg,https://i.imgur.com/8Ss8Ksl.jpg,,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,https://www.yelp.com/biz/treffs-tavern-san-marcos,"Takes Reservations,Accepts Credit Cards,Not Accepts Android Pay,Not Accepts Apple Pay,Not Accepts Cryptocurrency,Outdoor Seating,Loud,Good for Groups,Street Parking,Private Lot Parking,Free Wi-Fi,Juke Box,Happy Hour Specials,Full Bar,TV,No Pool Table,Bike Parking",https://www.facebook.com/treffstavern/,https://www.instagram.com/treffstavern/,$,4.4,Bars,253,,,,,,,,,
651f3a161f8d452578e363ae,uproot,Uproot,"215 N LBJ DR San Marcos, TX 78666",29.88372,-97.94044,"Nestled above the Root Cellar Cafe and a stone’s throw from the busy Square is UpRoot. It’s the perfect place for a cocktail before dinner, date night out to impress, or a solid start to a legendary evening.",5123925158,https://rootcellarcafe.com/san-marcos/uproot-bar.html,https://i.imgur.com/5a4vHWN.png,https://i.imgur.com/aj83Ltr.jpg,https://i.imgur.com/UYBF6B0.png,https://i.imgur.com/MiRXSED.png,https://i.imgur.com/s5b4d8b.jpg,https://i.imgur.com/djkbYKR.jpg,https://i.imgur.com/tm1Rndq.jpg,8:00 AM - 9:00 PM,CLOSED,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,https://www.yelp.com/biz/the-root-cellar-cafe-san-marcos,"Offers Delivery,Offers Takeout,No Reservations,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Not Accepts Cryptocurrency,Outdoor Seating,Casual,Moderate Noise,Offers Catering,Good for Groups,Good For Kids,Good for Breakfast,Good for Brunch,Good for Lunch,Dinner,Street Parking,Waiter Service,Full Bar,Dogs Allowed,Wheelchair Accessible,Gender-neutral restrooms,Offers Military Discount,Open to All,Covered Outdoor Seating,Private Dining,No Wi-Fi,No Happy Hour,No TV,No Heated Outdoor Seating,Bike Parking,Compostable containers available,Provides reusable tableware",https://www.facebook.com/RootCellarCafe/,https://www.instagram.com/rootcellarcafe/,$$,4.4,"Breakfast & Brunch,American (New),Comfort Food",1730,,,,,,,,,
651f37131f8d452578e36398,lanikailounge,Lanikai Lounge & Tiki Room,"700 N LBJ, #113 San Marcos, TX 78666",29.89186,-97.94091,"Tiki Culture, Tropical Cocktails and Paradise vibes! LaniKai primarily serves tiki drinks and other classic cocktails. We also serve “small bites” of food with a Hawaiian and Asian fusion.",5122148222,https://www.lanikailounge.com,https://i.imgur.com/g8BgUdK.png,https://i.imgur.com/6eRKTqs.jpg,https://i.imgur.com/gS6N5Od.png,https://i.imgur.com/i22Vj0S.jpg,https://i.imgur.com/k0uuJUa.jpg,https://i.imgur.com/78xuGnC.png,https://i.imgur.com/Q9YOgSA.jpg,5:00 PM - 2:00 AM,CLOSED,4:00 PM - 2:00 AM,CLOSED,5:00 PM - 12:30 AM,5:00 PM - 12:30 AM,5:00 PM - 12:30 AM,https://www.yelp.com/biz/lanikai-lounge-san-marcos,Outdoor Seating,https://www.facebook.com/p/LaniKai-Lounge-100075881545334/,https://www.instagram.com/lanikailounge/,$$,4.7,"Tiki Bars,Cocktail Bars,Lounges",52,,,,,,,,,
651f374e1f8d452578e36399,marc,The Marc,"120 East San Antonio Street San Marcos, TX 78666",29.88203,-97.94054,"With state-of-the-art sound, lighting and production equipment, three full-service bars, an upper-level balcony, a capacity of nearly 1,000 fans, two projector screens that show off the stage and a large dance floor - The Marc is a place you truly have to see and hear to believe!",5127873771,https://themarcsm.com,https://i.imgur.com/34FL1a5.jpg,https://i.imgur.com/pDtrBt9.jpg,https://i.imgur.com/3FgmV6D.jpg,https://i.imgur.com/mnz4KqP.jpg,https://i.imgur.com/OhpLWfW.jpg,https://i.imgur.com/LRXrpV0.png,,10:00 PM - 2:00 AM,CLOSED,10:00 PM - 2:00 AM,CLOSED,10:00 PM - 2:00 AM,10:00 PM - 2:00 AM,10:00 PM - 2:00 AM,https://www.yelp.com/biz/the-marc-san-marcos,"Accepts Credit Cards,Very Loud,Good for Groups,Street Parking,Live Music,Full Bar,TV,No Outdoor Seating,Not Good For Kids,No Bike Parking",https://www.facebook.com/TheMarcSM/,https://www.instagram.com/themarcsm/,$,3.1,Music Venues,141,,,,,,,,,
651f37a21f8d452578e3639c,mayloos,Mayloo's,"138 N LBJ San Marcos, TX 78666",29.88307,-97.93984,A taste of the countryside in the heart of the city. Mayloo's has a full-service bar in a historic building on the square. Sit outdoors on the deck and enjoy a refreshing beverage.,5123933418,https://www.facebook.com/mayloossmtx,https://i.imgur.com/01Ibp5Q.jpg,https://i.imgur.com/sh7ZChK.png,https://i.imgur.com/4HW54YN.jpg,https://i.imgur.com/7T68cHn.png,https://i.imgur.com/orRya0G.jpg,https://i.imgur.com/4HW54YN.jpg,,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,https://www.yelp.com/biz/mayloos-bar-san-marcos,"No Reservations,Accepts Credit Cards,Outdoor Seating,Divey,Loud,Good for Groups,Best nights on Thursday, Best nights on Friday,Best nights on Saturday,Full Bar,TV,Not Good For Dancing,No Pool Table,No Wi-Fi,No Smoking,Not Wheelchair Accessible,No Bike Parking",https://www.facebook.com/mayloossmtx/,https://www.instagram.com/mayloosbar_smtx/,$,3.8,Bars,103,,,,,,,,,
651f39631f8d452578e363a9,showdown,Showdown,"207 E. Hutchison St. San Marcos, TX 78666",29.88463,-97.93998,"For decades, Showdown has been a staple hangout for locals and students alike. The laid-back environment with cheap drinks, good people and plenty to do makes Showdown an ideal bar to call home. Stop by for a drink and find your home at Showdown! Grill Hours: Monday - Saturday: 11am - 1am Sunday: 12pm - 1am",5123927282,https://www.instagram.com/showdownsmtx/,https://i.imgur.com/bqgYB0Z.jpg,https://i.imgur.com/sAUXzSB.png,https://i.imgur.com/z915VfY.jpg,https://i.imgur.com/gBuZQNK.jpg,https://i.imgur.com/SzhP2Vt.jpg,https://i.imgur.com/WjSRBNx.jpg,,10:00 AM -  2:00 AM,10:00 AM -  2:00 AM,10:00 AM -  2:00 AM,10:00 AM -  2:00 AM,10:00 AM -  2:00 AM,10:00 AM -  2:00 AM,10:00 AM -  2:00 AM,https://www.yelp.com/biz/showdown-san-marcos,"No Reservations,Accepts Credit Cards,Not Accepts Apple Pay,Not Accepts Cryptocurrency,Hipster,Divey,Casual,Loud,Good for Groups,Pool Table,Street Parking,Free Wi-Fi,Juke Box,Happy Hour Specials,Full Bar,TV,No Outdoor Seating,Bike Parking",,https://www.instagram.com/showdownsmtx/,$,4.7,Dive Bars,334,,,,,,,,,
651f3a461f8d452578e363b0,wildfire,Wildfire,"141 E. Hopkins St San Marcos, TX 78666",29.88346,-97.94043,Wildfire is a nightclub located in the heart of San Marcos offering a full bar with various local DJs and events.,9566818713,https://www.instagram.com/thewildfiresmtx/,https://i.imgur.com/8QbgeLN.png,https://i.imgur.com/9vFCRFM.jpg,https://i.imgur.com/VUWQKpH.jpg,,,,,9:00 PM -  2:00 AM,CLOSED,9:00 PM -  2:00 AM,9:00 PM -  2:00 AM,9:00 PM -  2:00 AM,9:00 PM -  2:00 AM,9:00 PM -  2:00 AM,,,,https://www.instagram.com/thewildfiresmtx/,$,0,Bars,0,,,,,,,,,
651cde50b272bc98335e6512,blindsalamander,Blind Salamander,"301 N LBJ Dr Ste 111, San Marcos, TX 78666",29.884609,-97.940681,"Blind Salamander Cantina is a colorful and lively margarita and taco joint located in Downtown San Marcos. Margaritas frozen or on the rocks, crispy or soft tacos, breakfast tacos, and of course, just about anything you want smothered in queso - Blind Salamander Cantina is a great place to relax after an afternoon spent exploring Downtown San Marcos.",5122148081,https://www.blindsalamandercantina.com/,https://i.imgur.com/ztu9dtt.jpg,https://i.imgur.com/m21KjjJ.png,https://i.imgur.com/xmpdiLl.png,https://i.imgur.com/iCnZQFx.png,https://i.imgur.com/oNPNImT.png,https://i.imgur.com/YDQh9QZ.png,https://i.imgur.com/nL7Ug0N.png,11:00 AM – 2:00 AM,11:00 AM – 12:00 AM,11:00 AM – 2:00 AM,11:00 AM – 12:00 AM,11:00 AM – 2:00 AM,11:00 AM – 12:00 AM,11:00 AM – 12:00 AM,https://www.yelp.com/biz/blind-salamander-cantina-san-marcos,"Accepts Credit Cards,Good for Groups,Happy Hour Specials,Full Bar,TV,Outdoor Seating",https://www.facebook.com/blindsalamandertx/,https://www.instagram.com/blindsalamandertx/,$,4.1,"Tacos,Burgers,Cocktail Bars",223,,,,,,,,,
651cdf84f721dadd5abf223e,evo,Evo Entertainment At Springtown Center,"1180 Thorpe Lane San Marcos, TX 78666",29.88784,-97.92331,"A true social hub & entertainment destination, EVO features a six-screen dine-in cinema with all luxury recliner seating and food and drink service right to your seat, eight lanes of boutique bowling, a full-service restaurant, arcade and board games, as well as an innovative craft cocktail bar.",5122108600,https://www.evocinemas.com/sanmarcos,https://i.imgur.com/mf9Yl5N.jpg,https://i.imgur.com/acObg0b.jpg,https://i.imgur.com/inHQef9.jpg,https://i.imgur.com/YuYXnrO.jpg,https://i.imgur.com/iRMaozW.jpg,https://i.imgur.com/zZeHtfA.jpg,https://i.imgur.com/MOTdPSU.png,12:00 PM - 11:00 PM,12:00 PM - 9:00 PM,10:00 AM - 11:00 PM,10:00 AM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,https://www.yelp.com/biz/evo-entertainment-springtown-san-marcos-2,"Accepts Credit Cards,Bike Parking,Dogs Not Allowed,Free Wi-Fi,Good For Kids,Private Lot Parking,Wheelchair Accessible",https://www.facebook.com/evospringtown/,,$$,4.4,"Cinema,Bowling,Arcades,Bars",1852,,,,,,,,,
651f35be1f8d452578e36391,growling,The Growling,"700 North LBJ Drive Suite 111 San Marcos, TX 78666",29.89186,-97.94091,"There are 27 Texas breweries represented on the tap wall from all five regions of the state. Drink a pint or share a growler with your friends at the bar, or purchase your beer to-go. They also offer plastic growlers for your float down the river or classic glass growlers and fancy porcelain growlers for those special occasions.",5122166044,http://www.thegrowling.com,https://i.imgur.com/eYv0OeU.jpg,https://i.imgur.com/vxT0DnC.png,https://i.imgur.com/jjOlpRv.jpg,https://i.imgur.com/DCzts4d.jpg,https://i.imgur.com/NDurS1K.jpg,https://i.imgur.com/JDYxUFZ.png,,2:00 PM - 12:00 AM,2:00 PM - 12:00 AM,2:00 PM - 1:00 AM,2:00 PM - 12:00 AM,2:00 PM - 12:00 AM,2:00 PM - 12:00 AM,2:00 PM - 12:00 AM,https://www.yelp.com/biz/the-growling-san-marcos,"No Reservations,Accepts Credit Cards,Not Accepts Apple Pay,Outdoor Seating,Divey,Hipster,Casual,Good for Groups,Pool Table,Private Lot Parking,Free Wi-Fi,Live Music,Best nights on Thursday,Friday,Saturday,Beer & Wine Only,Wheelchair Accessible,TV,Not Good For Dancing,Bike Parking",https://www.facebook.com/thegrowlingsanmarcos/,https://www.instagram.com/thegrowlingtexasbeerbar/,$$,4.7,Beer Bars,158,,,,,,,,,
651f37621f8d452578e3639a,martindalerivercafe,Martindale River Cafe,"415 Main St Martindale, TX 78655",29.83961,-97.84362,"Beer. Wine. Coffee. Fun. Sammies. Snacks. Music. Gifts. Good friends and good times in magical, mystical, Martindale.",5123574277,https://www.martindalerivercafe.com,https://i.imgur.com/45UUgv3.png,https://i.imgur.com/wBkJIrx.png,https://i.imgur.com/VWEPRGl.jpg,https://i.imgur.com/cLcNsAt.png,https://i.imgur.com/ZvrGOSz.png,https://i.imgur.com/rOpzJYE.png,,9:00 AM - 10:00 PM,CLOSED,9:00 AM - 10:00 PM,9:00 AM - 5:00 PM,9:00 AM - 10:00 PM,CLOSED,CLOSED,https://www.yelp.com/biz/martindale-river-cafe-and-mercantile-martindale-2,"Offers Delivery,Offers Takeout,No Reservations,Accepts Credit Cards,Outdoor Seating,Casual,Intimate,Good for Groups,Good For Kids,Good for Brunch,Free Wi-Fi,Beer & Wine Only",https://www.facebook.com/martindalerivercafe/,https://www.instagram.com/martindalerivercafe/,$$,4.8,Cafes,150,,,,,,,,,
651f38421f8d452578e3639f,porch,The Porch,"129 East Hopkins Street San Marcos, TX 78666",29.88339,-97.94065,"The Porch offers 55 different craft beers and features several televisions, including a 360-degree display at the bar.",5123929824,https://www.taproomsanmarcos.com,https://i.imgur.com/iGUBWI7.jpg,https://i.imgur.com/rdbjPeJ.jpg,https://i.imgur.com/1McMlPR.jpg,https://i.imgur.com/DsXFEiz.jpg,https://i.imgur.com/khwVnf6.jpg,https://i.imgur.com/XcxkHD7.png,https://i.imgur.com/zOCpuqJ.jpg,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,https://www.yelp.com/biz/the-porch-san-marcos,"No Reservations,Accepts Credit Cards,Not Accepts Cryptocurrency,Outdoor Seating,Casual,Moderate Noise,Good for Groups,Pool Table,Street Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,Smoking Allowed,Wheelchair Accessible,TV,Covered Outdoor Seating,No Heated Outdoor Seating,No Bike Parking",https://www.facebook.com/theporchsmtx/,https://www.instagram.com/theporchsmtx/,$$,4.3,"Sports Bars,Lounges",153,,,,,,,,,
651f38871f8d452578e363a1,ragnarscompound,Ragnar's On The Compound,"6900 Ranch Road 12 San Marcos, TX 78666",29.92461,-98.06175,"Ragnar's On The Compound is an indoor bar that is part of The Southern Compound, which is a 6-acre outdoor music venue. Crank the amps up to 11, and get ready to rock! The best sound and light system around on both the outdoor and indoor stages will leave you electrified and wanting more. ",5129949890,https://www.ragnarsotc.com,https://i.imgur.com/rDlMpuK.jpg,https://i.imgur.com/4QAQaWA.jpg,https://i.imgur.com/LmFwBwZ.jpg,https://i.imgur.com/WePcnMz.jpg,https://i.imgur.com/l6aX51a.jpg,,,7:00 PM - 2:00 AM,CLOSED,7:00 PM - 2:00 AM,CLOSED,CLOSED,CLOSED,CLOSED,,"Good for Groups,Free Wi-Fi,Live Music,Very Loud",https://www.facebook.com/RagnarsOnTheCompound/,https://www.instagram.com/ragnarsonthecompound/,$,4.8,"Bars,Music Venues",94,,,,,,,,,
651f38d21f8d452578e363a4,rileystavern,Riley's Tavern,"8894 FM 1102, New Braunfels, TX 78132",29.80627,-98.02359,"Did you know that Riley's was the first Texas establishment to get a beer license after prohibition ended in 1933? It's been a go-to watering hole ever since! Enjoy good food, great drinks, and of course, lots of wonderful live music.",5123923132,https://www.rileystavern.com,https://i.imgur.com/DV1gkf6.png,https://i.imgur.com/Jbm2Nu7.png,https://i.imgur.com/joSf631.jpg,https://i.imgur.com/ezchslA.jpg,https://i.imgur.com/J7EShIP.jpg,https://i.imgur.com/BXm8rNn.jpg,https://i.imgur.com/GrWXDe4.jpg,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,1:00 PM - 1:00 AM,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,https://www.yelp.com/biz/rileys-tavern-hunter,"No Reservations,Accepts Credit Cards,Not Accepts Android Pay,Not Accepts Apple Pay,Outdoor Seating,Divey, Casual,Very Loud,Good for Groups,Good For Dancing,Pool Table,Private Lot Parking,Juke Box,Live Music,Best nights on Friday, Saturday,Full Bar,Smoking Outside Only,TV,Not Good For Kids,No Wi-Fi,Bike Parking",https://www.facebook.com/RileysTavern/,https://www.instagram.com/rileys_tavern/,$,4.7,"Music Venues,Dive Bars",603,,,,,,,,,
651cdf10f721dadd5abf2238,chancesr,Chances R,"138 S L B J Dr, San Marcos, TX 78666",29.88149,-97.94025,"We are Chances “R.” The oldest continuous liquor establishment in San Marcos. We started as Hutton’s Key club then the Angnew Club, L.O.’s, and The Restless Wind. It stayed the Restless Wind for fifty years and become Chances “R” in 2013. The current owners have had the Restless Wind – Chances “R” for forty seven years.",5123921727,https://www.chancesrbarsm.com/,https://i.imgur.com/6EIGn97.jpg,https://i.imgur.com/E63OIGc.png,https://i.imgur.com/52ky36U.jpg,https://i.imgur.com/OZUb7xZ.jpg,https://i.imgur.com/1ri0VCt.png,,,3:00 PM – 2:00 AM,3:00 PM – 2:00 AM,4:00 PM – 2:00 AM,4:00 PM – 2:00 AM,3:00 PM – 2:00 AM,3:00 PM – 2:00 AM,3:00 PM – 2:00 AM,https://www.yelp.com/biz/chances-r-san-marcos,"No Reservations,Accepts Credit Cards,Divey,Moderate Noise,Good for Groups,Pool Table,Full Bar,TV,No Outdoor Seating,Not Good For Dancing,No Wi-Fi,Bike Parking",https://www.facebook.com/chancesrsanmarcos/,https://www.instagram.com/chancesrbar/,$,4.5,"Cocktail Bars,Lounges",137,,,,,,,,,
651f35821f8d452578e36390,greenparrot,Green Parrot,"124 N. LBJ Drive San Marcos, TX 78666",29.88294,-97.93985,"Green Parrot is a fun place to come and enjoy a good drink with good friends. Historic bar, est. 1982. longest lasting bar on the square... AKA we can handle our liquor.",5123964259,https://www.facebook.com/gparrotsanmarcos/,https://i.imgur.com/8ATnETI.png,https://i.imgur.com/Ivok1Px.png,https://i.imgur.com/uDoDRtK.jpg,https://i.imgur.com/Acbo6Oz.png,https://i.imgur.com/7NSeMWH.png,https://i.imgur.com/qWfBQqg.jpg,,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,https://www.yelp.com/biz/green-parrot-san-marcos,"No Takeout,Accepts Credit Cards,Loud,Good for Groups,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Full Bar,TV,No Outdoor Seating",https://www.facebook.com/profile.php?id=100064896344962,,$$,2,"Beer Bars,Wine",23,,,,,,,,,
651f35ce1f8d452578e36392,happycowbarngrill,Happy Cow Bar And Grill,"9103 FM1102, New Braunfels, TX 78130",29.8048,-98.02137,"Enjoy live music, delicious drinks and tasty food at Happy Cow Bar & Grill. The Texas Hill Country oasis is the perfect place to grab a picnic table, kick back and enjoy a good burger, cold beer and great music. Live music is played on the large outdoor stage, the “Happy Cow Backyard,” every Friday and Saturday.",5126677510,https://happycowbar.com,https://i.imgur.com/E1teYV9.jpg,https://i.imgur.com/ObpvnBb.jpg,https://i.imgur.com/WtoF1dr.jpg,https://i.imgur.com/IMRzr4Y.jpg,https://i.imgur.com/I5yaUoR.jpg,https://i.imgur.com/lBZMLMU.jpg,,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,1:00 PM - 12:00 AM,https://www.yelp.com/biz/happy-cow-new-braunfels-2,"Offers Takeout,No Reservations,No Delivery,Many Vegetarian Options,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Divey,Casual,Moderate Noise,Good for Groups,Good for Lunch,Pool Table,Private Lot Parking,Waiter Service,Free Wi-Fi,Live Music,Happy Hour Specials,Full Bar,Smoking Allowed,Wheelchair Accessible,TV,Heated Outdoor Seating,No Catering,Not Good For Kids,No Covered Outdoor Seating,No Private Dining,Bike Parking",https://www.facebook.com/happycowbarandgrill,https://www.instagram.com/happycowbar/,$,4.4,"American (Traditional),Bars",416,,,,,,,,,
651f36061f8d452578e36393,harpersonsquare,Harper's On The Square,"139 E. Hopkins St. San Marcos, TX 78666",29.8834,-97.94053,"Whether you're looking to watch the big game, relax with a round of drinks with your friends, or catch a live music performance, Harper's is always a good time. ",5128782448,https://www.facebook.com/HarpersVerandaSMTX/,https://i.imgur.com/h2QZJAQ.png,https://i.imgur.com/tjQZ6c8.png,https://i.imgur.com/uLnbWtS.png,https://i.imgur.com/C2Zzj9D.png,https://i.imgur.com/uNo259t.jpg,https://i.imgur.com/QNt3ceP.png,,7:00 PM - 1:30 AM,CLOSED,CLOSED,12:00 PM - 7:00 PM,7:00 PM - 1:30 AM,CLOSED,8:00 PM - 1:30 AM,https://www.yelp.com/biz/harpers-brick-oven-san-marcos,"Offers Takeout,No Reservations,No Delivery,Accepts Credit Cards,Accepts Cryptocurrency,Casual,Loud,Good for Groups,Pool Table,Street Parking,Free Wi-Fi,Full Bar,TV,No Outdoor Seating,Not Good For Kids,Bike Parking",https://www.facebook.com/HarpersVerandaSMTX/,https://www.instagram.com/harpers.veranda.snappaheads/,$$,4,"Pizza,Sport Bars,Chicken Wings",137,,,,,,,,,
651f37081f8d452578e36397,kissingalley,Kissing Alley,"121 E Hopkins San Marcos, TX 78666",29.88315,-97.94081,"What may seem like an average alley to passersby is actually one of San Marcos’ hidden gems! With eclectic murals both large and small, twinkly lights strung overhead and, of course, scenic views of the Hays County Courthouse – Kissing Alley is the heart of Downtown San Marcos.",5123938430,https://www.facebook.com/downtownsmtx/,https://i.imgur.com/A6skuj4.jpg,https://i.imgur.com/PYN8JEJ.jpg,https://i.imgur.com/tCzREKm.png,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,https://www.facebook.com/kissingalley/,,,3.5,NaN,4,,,,,,,,,
651f381a1f8d452578e3639e,nephews,Nephew's,"100 N. Guadalupe St. San Marcos, TX 78666",29.88241,-97.94162,"Fashionable nightclub with a club atmosphere, great bartenders and some of the best drink specials in Downtown San Marcos. Monday-Saturday 8pm-2am.",5125582337,https://www.facebook.com/nephews.sanmarcos/,,,,,,,,9:00 PM -  2:00 AM,CLOSED,9:00 PM -  2:00 AM,CLOSED,9:00 PM -  2:00 AM,9:00 PM -  2:00 AM,9:00 PM -  2:00 AM,https://www.yelp.com/biz/nephews-san-marcos,"No Reservations,Accepts Credit Cards,Very Loud,Good for Groups,Street Parking,DJ,Happy Hour Specials,Full Bar,TV,No Outdoor Seating,Bike Parking",,https://www.instagram.com/nephews_smtx/,$,3.3,Bars,69,,https://i.imgur.com/KT1bcJq.jpg,https://i.imgur.com/KT1bcJq.jpg,https://i.imgur.com/wz1lmSd.png,https://i.imgur.com/Nl7t755.png,https://i.imgur.com/ROqpvvd.jpg,https://i.imgur.com/4DCvxD6.png,https://i.imgur.com/Tm3wbBR.png,https://i.imgur.com/Mowp0mO.png
651f39081f8d452578e363a5,roughhousebrewing,Roughhouse Brewing,"680 Oakwood Loop San Marcos, TX 78666",29.93648,-98.06137,"Roughhouse Brewing is a family-owned and operated craft brewery located on five acres of the Pasternak family ranch in the hill country of San Marcos. Tucked away off of Ranch Road 12, the brewery serves refreshing, farmhouse-style beer and scratch-made fare that complements the Texas landscape. Customers can relax inside the rustic brewery barn or in the oak-surrounded outdoor seating area and enjoy live music on the weekends.",5126677000,https://www.roughhousebrewing.com,https://i.imgur.com/dvS3eFq.jpg,https://i.imgur.com/zuKZzqG.jpg,https://i.imgur.com/JkoVCPt.png,https://i.imgur.com/y7glDuz.png,https://i.imgur.com/Pqg9FDn.png,https://i.imgur.com/E5FznMs.jpg,https://i.imgur.com/8pdg2U5.jpg,11:00 AM – 9:00 PM,CLOSED,11:00 AM – 9:00 PM,11:00 AM – 7:00 PM,11:00 AM – 9:00 PM,CLOSED,CLOSED,https://www.yelp.com/biz/roughhouse-brewing-san-marcos,"Offers Takeout,Walk-ins Welcome,No Delivery,Many Vegetarian Options,Accepts Credit Cards,Not Accepts Android Pay,Not Accepts Apple Pay,Not Accepts Cryptocurrency,Private Lot Parking,Happy Hour Specials,Dogs Allowed,Wheelchair Accessible,Offers Military Discount,Covered Outdoor Seating,Offers Catering,No Drive-Thru,No Heated Outdoor Seating,No Bike Parking",https://www.facebook.com/RoughhouseBrewing/,https://www.instagram.com/roughhousebrewing/,$$,4.9,"Breweries, Pubs",238,,,,,,,,,
651f391f1f8d452578e363a6,sakebistronbar,Saké Bistro & Bar,"100 W. Hopkins St San Marcos, TX 78666",29.88324,-97.94176,Saké Bistro Bar offers a versatile setting for whatever mood you’re in. There are screens propped at all angles at the bistro bar and serve many craft beer and saké selections. Our goal is simple: to provide the ultimate experience and a memory for each of our guests every single night! ,5126676766,https://www.instagram.com/sakesanmarcos/,"""https://i.imgur.com/L6zen9G.jpg",https://i.imgur.com/OTkRFfz.jpg,https://i.imgur.com/KXdpnFp.png,https://i.imgur.com/paXb0Wv.jpg,https://i.imgur.com/xAOOvTU.png,https://i.imgur.com/lk71Qdk.jpg,,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,CLOSED,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,7:00 PM - 2:00 AM,,,,https://www.instagram.com/sakesanmarcos/,$$,4.7,"Sushi,Cocktail Bars",631,,,,,,,,,
